course,courseLetter,courseNumber,relatedTo,relatedToCourseLetter,relatedToCourseNumber,How,,courseDictionary,courseLetter,courseNumber
POS 234,POS,234,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
POS 234,POS,234,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 234,POS,234,"Public Administration, AS",,,Checksheet,,,,
POS 234,POS,234,"Public Administration, BS",,,Checksheet,,,,
POS 234,POS,234,"Public Administration, PBS",,,Checksheet,,,,
POS 234,POS,234,AME 308W,AME,308W,Prereq,,,,
POS 234,POS,234,POS 308W,POS,308W,Prereq,,,,
POS 234,POS,234,POS 370,POS,370,Prereq,,,,
POS 234,POS,234,SOC 308W,SOC,308W,Prereq,,,,
POS 245,POS,245,American Studies Minor,,,Checksheet,,,,
POS 245,POS,245,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 246,POS,246,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 246,POS,246,"Tourism, Hospitality, and Outdoor Recreation (THOR) Minor",,,Checksheet,,,,
POS 246,POS,246,BUA 246,BUA,246,CrossList,,,,
POS 247,POS,247,"Tourism, Hospitality, and Outdoor Recreation (THOR) Minor",,,Checksheet,,,,
POS 247,POS,247,BUA 247,BUA,247,CrossList,,,,
POS 248,POS,248,"Tourism, Hospitality, and Outdoor Recreation (THOR) Minor",,,Checksheet,,,,
POS 248,POS,248,BUA 248,BUA,248,CrossList,,,,
POS 290,POS,290,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
POS 290,POS,290,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 290,POS,290,Public Administration Minor,,,Checksheet,,,,
POS 290,POS,290,"Public Administration, AS",,,Checksheet,,,,
POS 290,POS,290,"Public Administration, BS",,,Checksheet,,,,
POS 290,POS,290,"Public Administration, PBS",,,Checksheet,,,,
POS 308W,POS,308W,"Data Science, BS",,,Checksheet,,,,
POS 308W,POS,308W,AME 308W,AME,308W,CrossList,,,,
POS 308W,POS,308W,SOC 308W,SOC,308W,CrossList,,,,
POS 308W,POS,308W,Cultural Perspectives,,,GenEd,,,,
POS 308W,POS,308W,Humanities,,,GenEd,,,,
POS 308W,POS,308W,Writing Intensive,,,GenEd,,,,
POS 319,POS,319,American Studies Minor,,,Checksheet,,,,
POS 319,POS,319,JUS 319,JUS,319,CrossList,,,,
POS 354,POS,354,"Accounting, BSBA",,,Checksheet,,,,
POS 354,POS,354,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
POS 354,POS,354,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 354,POS,354,Public Administration Minor,,,Checksheet,,,,
POS 354,POS,354,"Public Administration, BS",,,Checksheet,,,,
POS 354,POS,354,"Public Administration, PBS",,,Checksheet,,,,
POS 361,POS,361,"Accounting, BSBA",,,Checksheet,,,,
POS 361,POS,361,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
POS 361,POS,361,Business Administration Minor,,,Checksheet,,,,
POS 361,POS,361,Human Resource Management Certificate,,,Checksheet,,,,
POS 361,POS,361,Human Resource Management Minor,,,Checksheet,,,,
POS 361,POS,361,"Justice Studies, PBS",,,Checksheet,,,,
POS 361,POS,361,"Management, BSBA",,,Checksheet,,,,
POS 361,POS,361,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 361,POS,361,Public Administration Minor,,,Checksheet,,,,
POS 361,POS,361,"Public Administration, AS",,,Checksheet,,,,
POS 361,POS,361,"Public Administration, BS",,,Checksheet,,,,
POS 361,POS,361,"Public Administration, PBS",,,Checksheet,,,,
POS 361,POS,361,BUA 361,BUA,361,CrossList,,,,
POS 361,POS,361,Cultural Perspectives,,,GenEd,,,,
POS 362,POS,362,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
POS 362,POS,362,Business Administration Minor,,,Checksheet,,,,
POS 362,POS,362,Human Resource Management Certificate,,,Checksheet,,,,
POS 362,POS,362,Human Resource Management Minor,,,Checksheet,,,,
POS 362,POS,362,"Management, BSBA",,,Checksheet,,,,
POS 362,POS,362,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 362,POS,362,"Public Administration, PBS",,,Checksheet,,,,
POS 362,POS,362,BUA 362,BUA,362,CrossList,,,,
POS 365,POS,365,"Accounting, BSBA",,,Checksheet,,,,
POS 365,POS,365,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
POS 365,POS,365,"Aviation - Aviation Maintenance Concentration, Bachelor of Science",,,Checksheet,,,,
POS 365,POS,365,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,,,
POS 365,POS,365,"Aviation-Uncrewed Aircraft Systems Concentration, BS",,,Checksheet,,,,
POS 365,POS,365,Behavioral Science Minor,,,Checksheet,,,,
POS 365,POS,365,Business Administration Minor,,,Checksheet,,,,
POS 365,POS,365,"Computer Information Systems, BS",,,Checksheet,,,,
POS 365,POS,365,"Cybersecurity, BS",,,Checksheet,,,,
POS 365,POS,365,Human Resource Management Certificate,,,Checksheet,,,,
POS 365,POS,365,Human Resource Management Minor,,,Checksheet,,,,
POS 365,POS,365,"Information & Library Science, BS",,,Checksheet,,,,
POS 365,POS,365,Leadership Concentration,,,Checksheet,,,,
POS 365,POS,365,Management Emphasis,,,Checksheet,,,,
POS 365,POS,365,"Management, BSBA",,,Checksheet,,,,
POS 365,POS,365,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 365,POS,365,"Public Administration, PBS",,,Checksheet,,,,
POS 365,POS,365,BUA 365,BUA,365,CrossList,,,,
POS 365,POS,365,Cultural Perspectives,,,GenEd,,,,
POS 370,POS,370,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
POS 370,POS,370,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 370,POS,370,Public Administration Minor,,,Checksheet,,,,
POS 370,POS,370,"Public Administration, AS",,,Checksheet,,,,
POS 370,POS,370,"Public Administration, BS",,,Checksheet,,,,
POS 370,POS,370,"Public Administration, PBS",,,Checksheet,,,,
POS 383,POS,383,Advocacy Minor,,,Checksheet,,,,
POS 383,POS,383,American Studies Minor,,,Checksheet,,,,
POS 383,POS,383,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
POS 383,POS,383,Fraud Examination Certificate (Business Administration),,,Checksheet,,,,
POS 383,POS,383,Fraud Examination Certificate (Justice Studies),,,Checksheet,,,,
POS 383,POS,383,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 383,POS,383,"Public Administration, BS",,,Checksheet,,,,
POS 383,POS,383,"Public Administration, PBS",,,Checksheet,,,,
POS 405,POS,405,Advocacy Minor,,,Checksheet,,,,
POS 405,POS,405,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
POS 405,POS,405,"Justice Studies, PBS",,,Checksheet,,,,
POS 405,POS,405,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 405,POS,405,Public Administration Minor,,,Checksheet,,,,
POS 405,POS,405,"Public Administration, BS",,,Checksheet,,,,
POS 405,POS,405,"Public Administration, PBS",,,Checksheet,,,,
POS 420,POS,420,American Studies Minor,,,Checksheet,,,,
POS 420,POS,420,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
POS 420,POS,420,Embodied Social Justice Certificate,,,Checksheet,,,,
POS 420,POS,420,"Nursing (4-Year), BSN",,,Checksheet,,,,
POS 420,POS,420,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
POS 420,POS,420,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 420,POS,420,NUR 420,NUR,420,CrossList,,,,
POS 485,POS,485,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
POS 485,POS,485,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 485,POS,485,"Public Administration, PBS",,,Checksheet,,,,
POS 487,POS,487,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
POS 487,POS,487,"Data Science, BS",,,Checksheet,,,,
POS 487,POS,487,"Data Science, PBS",,,Checksheet,,,,
POS 487,POS,487,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 487,POS,487,Public Administration Minor,,,Checksheet,,,,
POS 487,POS,487,"Public Administration, BS",,,Checksheet,,,,
POS 487,POS,487,"Public Administration, PBS",,,Checksheet,,,,
PSY 100,PSY,100,"Accounting, BSBA",,,Checksheet,,,,
PSY 100,PSY,100,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
PSY 100,PSY,100,"Aviation - Aviation Maintenance Concentration, Bachelor of Science",,,Checksheet,,,,
PSY 100,PSY,100,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,,,
PSY 100,PSY,100,"Aviation-Uncrewed Aircraft Systems Concentration, BS",,,Checksheet,,,,
PSY 100,PSY,100,Behavioral Science Minor,,,Checksheet,,,,
PSY 100,PSY,100,"Business Administration, AS",,,Checksheet,,,,
PSY 100,PSY,100,Child & Youth Care Practitioner Certificate,,,Checksheet,,,,
PSY 100,PSY,100,"Community Policing, AS",,,Checksheet,,,,
PSY 100,PSY,100,Dental Assisting Certificate,,,Checksheet,,,,
PSY 100,PSY,100,"Dental Assisting, AS",,,Checksheet,,,,
PSY 100,PSY,100,"Dental Hygiene, AS",,,Checksheet,,,,
PSY 100,PSY,100,"Dental Hygiene, BS",,,Checksheet,,,,
PSY 100,PSY,100,"Dental Hygiene, BS (Pending Accreditation)",,,Checksheet,,,,
PSY 100,PSY,100,"Elementary Education, BS",,,Checksheet,,,,
PSY 100,PSY,100,Embodied Social Justice Minor,,,Checksheet,,,,
PSY 100,PSY,100,"Management, BSBA",,,Checksheet,,,,
PSY 100,PSY,100,"Mental Health & Human Services, AS",,,Checksheet,,,,
PSY 100,PSY,100,"Mental Health & Human Services, BS",,,Checksheet,,,,
PSY 100,PSY,100,"Neuropsychology, Minor",,,Checksheet,,,,
PSY 100,PSY,100,"Nursing (4-Year), BSN",,,Checksheet,,,,
PSY 100,PSY,100,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
PSY 100,PSY,100,Psychology Minor,,,Checksheet,,,,
PSY 100,PSY,100,"Psychology, AA",,,Checksheet,,,,
PSY 100,PSY,100,"Public Administration, BS",,,Checksheet,,,,
PSY 100,PSY,100,"Secondary Education, BS",,,Checksheet,,,,
PSY 100,PSY,100,Social Media Certificate,,,Checksheet,,,,
PSY 100,PSY,100,Social Science Minor,,,Checksheet,,,,
PSY 100,PSY,100,"Social Science, AA",,,Checksheet,,,,
PSY 100,PSY,100,"Social Science, BA",,,Checksheet,,,,
PSY 100,PSY,100,Critical Thinking,,,GenEd,,,,
PSY 100,PSY,100,Social Science,,,GenEd,,,,
PSY 100,PSY,100,BIO 202,BIO,202,Prereq,,,,
PSY 100,PSY,100,BUA 369,BUA,369,Prereq,,,,
PSY 100,PSY,100,EDU 328,EDU,328,Prereq,,,,
PSY 100,PSY,100,EDU 345W,EDU,345W,Prereq,,,,
PSY 100,PSY,100,EDU 352,EDU,352,Prereq,,,,
PSY 100,PSY,100,EDU 363,EDU,363,Prereq,,,,
PSY 100,PSY,100,EDU 401W,EDU,401W,Prereq,,,,
PSY 100,PSY,100,HUS 212,HUS,212,Prereq,,,,
PSY 100,PSY,100,HUS 215,HUS,215,Prereq,,,,
PSY 100,PSY,100,HUS 218,HUS,218,Prereq,,,,
PSY 100,PSY,100,HUS 220,HUS,220,Prereq,,,,
PSY 100,PSY,100,HUS 221,HUS,221,Prereq,,,,
PSY 100,PSY,100,HUS 229,HUS,229,Prereq,,,,
PSY 100,PSY,100,HUS 230,HUS,230,Prereq,,,,
PSY 100,PSY,100,HUS 232,HUS,232,Prereq,,,,
PSY 100,PSY,100,HUS 233,HUS,233,Prereq,,,,
PSY 100,PSY,100,HUS 262,HUS,262,Prereq,,,,
PSY 100,PSY,100,HUS 304,HUS,304,Prereq,,,,
PSY 100,PSY,100,HUS 305,HUS,305,Prereq,,,,
PSY 100,PSY,100,HUS 306,HUS,306,Prereq,,,,
PSY 100,PSY,100,HUS 328,HUS,328,Prereq,,,,
PSY 100,PSY,100,HUS 330,HUS,330,Prereq,,,,
PSY 100,PSY,100,HUS 332,HUS,332,Prereq,,,,
PSY 100,PSY,100,HUS 345,HUS,345,Prereq,,,,
PSY 100,PSY,100,HUS 346,HUS,346,Prereq,,,,
PSY 100,PSY,100,HUS 352,HUS,352,Prereq,,,,
PSY 100,PSY,100,HUS 364,HUS,364,Prereq,,,,
PSY 100,PSY,100,HUS 366,HUS,366,Prereq,,,,
PSY 100,PSY,100,HUS 371,HUS,371,Prereq,,,,
PSY 100,PSY,100,HUS 372,HUS,372,Prereq,,,,
PSY 100,PSY,100,HUS 376,HUS,376,Prereq,,,,
PSY 100,PSY,100,HUS 385,HUS,385,Prereq,,,,
PSY 100,PSY,100,HUS 389,HUS,389,Prereq,,,,
PSY 100,PSY,100,JUS 364,JUS,364,Prereq,,,,
PSY 100,PSY,100,JUS 376,JUS,376,Prereq,,,,
PSY 100,PSY,100,JUS 392,JUS,392,Prereq,,,,
PSY 100,PSY,100,JUS 410,JUS,410,Prereq,,,,
PSY 100,PSY,100,JUS 450,JUS,450,Prereq,,,,
PSY 100,PSY,100,NUR 220,NUR,220,Prereq,,,,
PSY 100,PSY,100,NUR 224,NUR,224,Prereq,,,,
PSY 100,PSY,100,NUR 226,NUR,226,Prereq,,,,
PSY 100,PSY,100,PSY 202,PSY,202,Prereq,,,,
PSY 100,PSY,100,PSY 229,PSY,229,Prereq,,,,
PSY 100,PSY,100,PSY 289,PSY,289,Prereq,,,,
PSY 100,PSY,100,PSY 294,PSY,294,Prereq,,,,
PSY 100,PSY,100,PSY 300,PSY,300,Prereq,,,,
PSY 100,PSY,100,PSY 302,PSY,302,Prereq,,,,
PSY 100,PSY,100,PSY 304,PSY,304,Prereq,,,,
PSY 100,PSY,100,PSY 306,PSY,306,Prereq,,,,
PSY 100,PSY,100,PSY 308,PSY,308,Prereq,,,,
PSY 100,PSY,100,PSY 309,PSY,309,Prereq,,,,
PSY 100,PSY,100,PSY 310,PSY,310,Prereq,,,,
PSY 100,PSY,100,PSY 312,PSY,312,Prereq,,,,
PSY 100,PSY,100,PSY 345,PSY,345,Prereq,,,,
PSY 100,PSY,100,PSY 355,PSY,355,Prereq,,,,
PSY 100,PSY,100,PSY 364,PSY,364,Prereq,,,,
PSY 100,PSY,100,PSY 377,PSY,377,Prereq,,,,
PSY 100,PSY,100,PSY 385,PSY,385,Prereq,,,,
PSY 100,PSY,100,PSY 390,PSY,390,Prereq,,,,
PSY 100,PSY,100,PSY 394,PSY,394,Prereq,,,,
PSY 100,PSY,100,PSY 400,PSY,400,Prereq,,,,
PSY 100,PSY,100,PSY 401W,PSY,401W,Prereq,,,,
PSY 100,PSY,100,PSY 410,PSY,410,Prereq,,,,
PSY 100,PSY,100,REL 390,REL,390,Prereq,,,,
PSY 100,PSY,100,SED 262,SED,262,Prereq,,,,
PSY 100,PSY,100,SOC 355,SOC,355,Prereq,,,,
PSY 100,PSY,100,SSC 314,SSC,314,Prereq,,,,
PSY 100,PSY,100,SSC 317,SSC,317,Prereq,,,,
PSY 100,PSY,100,SSC 332,SSC,332,Prereq,,,,
PSY 100,PSY,100,SSC 334,SSC,334,Prereq,,,,
PSY 100,PSY,100,SSC 362,SSC,362,Prereq,,,,
PSY 100,PSY,100,SSC 364,SSC,364,Prereq,,,,
PSY 100,PSY,100,SSC 450,SSC,450,Prereq,,,,
PSY 202,PSY,202,"Aviation - Aviation Maintenance Concentration, Bachelor of Science",,,Checksheet,,,,
PSY 202,PSY,202,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,,,
PSY 202,PSY,202,"Aviation-Uncrewed Aircraft Systems Concentration, BS",,,Checksheet,,,,
PSY 202,PSY,202,Behavioral Science Minor,,,Checksheet,,,,
PSY 202,PSY,202,"Neuropsychology, Minor",,,Checksheet,,,,
PSY 202,PSY,202,BIO 202,BIO,202,CrossList,,,,
PSY 202,PSY,202,PSY 402,PSY,402,Prereq,,,,
PSY 229,PSY,229,Addiction Counseling Concentration,,,Checksheet,,,,
PSY 229,PSY,229,Mental Health Electives,,,Checksheet,,,,
PSY 229,PSY,229,HUS 229,HUS,229,CrossList,,,,
PSY 229,PSY,229,HUS 342,HUS,342,Prereq,,,,
PSY 300,PSY,300,Social Science Minor,,,Checksheet,,,,
PSY 302,PSY,302,"Child & Family Services Concentration, BSMHHS",,,Checksheet,,,,
PSY 302,PSY,302,Early Childhood Services Minor,,,Checksheet,,,,
PSY 304,PSY,304,"Child & Family Services Concentration, BSMHHS",,,Checksheet,,,,
PSY 304,PSY,304,Child & Youth Care Practitioner Certificate,,,Checksheet,,,,
PSY 304,PSY,304,"Mental Health & Human Services, BS",,,Checksheet,,,,
PSY 304,PSY,304,"Nursing (4-Year), BSN",,,Checksheet,,,,
PSY 304,PSY,304,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
PSY 304,PSY,304,HUS 304,HUS,304,CrossList,,,,
PSY 306,PSY,306,Adult Mental Health Rehabilitation Concentration,,,Checksheet,,,,
PSY 306,PSY,306,Behavioral Science Minor,,,Checksheet,,,,
PSY 306,PSY,306,Early Childhood Services Minor,,,Checksheet,,,,
PSY 306,PSY,306,Mental Health Electives,,,Checksheet,,,,
PSY 306,PSY,306,"Neuropsychology, Minor",,,Checksheet,,,,
PSY 306,PSY,306,HUS 306,HUS,306,CrossList,,,,
PSY 308,PSY,308,Behavioral Science Minor,,,Checksheet,,,,
PSY 308,PSY,308,Child & Youth Care Practitioner Certificate,,,Checksheet,,,,
PSY 308,PSY,308,"Information & Library Science, BS",,,Checksheet,,,,
PSY 308,PSY,308,"Mental Health & Human Services, BS",,,Checksheet,,,,
PSY 308,PSY,308,"Nursing (4-Year), BSN",,,Checksheet,,,,
PSY 308,PSY,308,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
PSY 308,PSY,308,Psychology Minor,,,Checksheet,,,,
PSY 308,PSY,308,"Psychology, AA",,,Checksheet,,,,
PSY 308,PSY,308,"Social Science, AA",,,Checksheet,,,,
PSY 308,PSY,308,"Social Science, BA",,,Checksheet,,,,
PSY 308,PSY,308,Ethical Reasoning,,,GenEd,,,,
PSY 308,PSY,308,HUS 345,HUS,345,Prereq,,,,
PSY 308,PSY,308,HUS 350,HUS,350,Prereq,,,,
PSY 308,PSY,308,NUR 315,NUR,315,Prereq,,,,
PSY 308,PSY,308,PSY 345,PSY,345,Prereq,,,,
PSY 309,PSY,309,Adult Mental Health Rehabilitation Concentration,,,Checksheet,,,,
PSY 310,PSY,310,Behavioral Science Minor,,,Checksheet,,,,
PSY 312,PSY,312,Behavioral Science Minor,,,Checksheet,,,,
PSY 330,PSY,330,Advocacy Minor,,,Checksheet,,,,
PSY 330,PSY,330,Communications Minor,,,Checksheet,,,,
PSY 330,PSY,330,COM 330,COM,330,CrossList,,,,
PSY 330,PSY,330,COM 475,COM,475,Prereq,,,,
PSY 330,PSY,330,SOC 475,SOC,475,Prereq,,,,
PSY 336,PSY,336,"Holocaust, Genocide & Human Rights Studies Minor",,,Checksheet,,,,
PSY 336,PSY,336,SSC 336,SSC,336,CrossList,,,,
PSY 336,PSY,336,Critical Thinking,,,GenEd,,,,
PSY 336,PSY,336,Cultural Perspectives,,,GenEd,,,,
PSY 345,PSY,345,"Child & Family Services Concentration, BSMHHS",,,Checksheet,,,,
PSY 345,PSY,345,Child & Youth Care Practitioner Certificate,,,Checksheet,,,,
PSY 345,PSY,345,Early Childhood Services Minor,,,Checksheet,,,,
PSY 345,PSY,345,Mental Health Electives,,,Checksheet,,,,
PSY 345,PSY,345,HUS 345,HUS,345,CrossList,,,,
PSY 355,PSY,355,Behavioral Science Minor,,,Checksheet,,,,
PSY 355,PSY,355,"Psychology, AA",,,Checksheet,,,,
PSY 355,PSY,355,SOC 355,SOC,355,CrossList,,,,
PSY 355,PSY,355,Critical Thinking,,,GenEd,,,,
PSY 355,PSY,355,Cultural Perspectives,,,GenEd,,,,
PSY 357,PSY,357,INT 357,INT,357,CrossList,,,,
PSY 357,PSY,357,PHI 357,PHI,357,CrossList,,,,
PSY 357,PSY,357,Humanities,,,GenEd,,,,
PSY 364,PSY,364,"Optional Women's, Gender, and Sexuality Studies Concentration",,,Checksheet,,,,
PSY 377,PSY,377,Behavioral Science Minor,,,Checksheet,,,,
PSY 377,PSY,377,Critical Thinking,,,GenEd,,,,
PSY 377,PSY,377,Cultural Perspectives,,,GenEd,,,,
PSY 385,PSY,385,Behavioral Science Minor,,,Checksheet,,,,
PSY 385,PSY,385,"Nursing (4-Year), BSN",,,Checksheet,,,,
PSY 385,PSY,385,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
PSY 385,PSY,385,HUS 385,HUS,385,CrossList,,,,
PSY 385,PSY,385,Cultural Perspectives,,,GenEd,,,,
PSY 390,PSY,390,REL 390,REL,390,CrossList,,,,
PSY 400,PSY,400,Behavioral Science Minor,,,Checksheet,,,,
PSY 400,PSY,400,"Mental Health & Human Services, BS",,,Checksheet,,,,
PSY 400,PSY,400,Mental Health Electives,,,Checksheet,,,,
PSY 400,PSY,400,"Neuropsychology, Minor",,,Checksheet,,,,
PSY 400,PSY,400,Psychology Minor,,,Checksheet,,,,
PSY 401W,PSY,401W,Behavioral Science Minor,,,Checksheet,,,,
PSY 401W,PSY,401W,Education Studies Minor,,,Checksheet,,,,
PSY 401W,PSY,401W,"Secondary Education, PBS",,,Checksheet,,,,
PSY 401W,PSY,401W,EDU 401W,EDU,401W,CrossList,,,,
PSY 401W,PSY,401W,Writing Intensive,,,GenEd,,,,
PSY 402,PSY,402,"Neuropsychology, Minor",,,Checksheet,,,,
PSY 402,PSY,402,Critical Thinking,,,GenEd,,,,
PSY 410,PSY,410,Behavioral Science Minor,,,Checksheet,,,,
PSY 410,PSY,410,JUS 410,JUS,410,CrossList,,,,
PSY 533,PSY,533,"Community Resilience Concentration, TEM",,,Checksheet,,,,
PSY 533,PSY,533,TEM 533,TEM,533,CrossList,,,,
REL 110,REL,110,HUM 110,HUM,110,CrossList,,,,
REL 110,REL,110,INT 110,INT,110,CrossList,,,,
REL 110,REL,110,Humanities,,,GenEd,,,,
REL 205,REL,205,American Studies Minor,,,Checksheet,,,,
REL 205,REL,205,AME 205,AME,205,CrossList,,,,
REL 205,REL,205,SSC 205,SSC,205,CrossList,,,,
REL 205,REL,205,Cultural Perspectives,,,GenEd,,,,
REL 205,REL,205,Humanities,,,GenEd,,,,
REL 368,REL,368,History Minor,,,Checksheet,,,,
REL 368,REL,368,HTY 368,HTY,368,CrossList,,,,
REL 368,REL,368,INT 368,INT,368,CrossList,,,,
REL 368,REL,368,Humanities,,,GenEd,,,,
REL 390,REL,390,PSY 390,PSY,390,CrossList,,,,
SCI 110,SCI,110,Natural Science,,,GenEd,,,,
SCI 111,SCI,111,Natural Science,,,GenEd,,,,
SCI 115,SCI,115,Natural Science,,,GenEd,,,,
SED 262,SED,262,Mental Health Electives,,,Checksheet,,,,
SED 262,SED,262,HUS 262,HUS,262,CrossList,,,,
SED 330,SED,330,Special Education (282) Minor,,,Checksheet,,,,
SED 365,SED,365,EDU 365,EDU,365,CrossList,,,,
SED 370,SED,370,Special Education (282) Minor,,,Checksheet,,,,
SED 420,SED,420,Special Education (282) Minor,,,Checksheet,,,,
SED 425,SED,425,Special Education (282) Minor,,,Checksheet,,,,
SED 435,SED,435,Special Education (282) Minor,,,Checksheet,,,,
SOC 101,SOC,101,"Accounting, BSBA",,,Checksheet,,,,
SOC 101,SOC,101,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
SOC 101,SOC,101,Behavioral Science Minor,,,Checksheet,,,,
SOC 101,SOC,101,Child & Youth Care Practitioner Certificate,,,Checksheet,,,,
SOC 101,SOC,101,"Dental Hygiene, AS",,,Checksheet,,,,
SOC 101,SOC,101,"Dental Hygiene, BS",,,Checksheet,,,,
SOC 101,SOC,101,"Dental Hygiene, BS (Pending Accreditation)",,,Checksheet,,,,
SOC 101,SOC,101,Embodied Social Justice Minor,,,Checksheet,,,,
SOC 101,SOC,101,"Management, BSBA",,,Checksheet,,,,
SOC 101,SOC,101,"Mental Health & Human Services, BS",,,Checksheet,,,,
SOC 101,SOC,101,"Nursing (4-Year), BSN",,,Checksheet,,,,
SOC 101,SOC,101,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
SOC 101,SOC,101,"Public Administration, AS",,,Checksheet,,,,
SOC 101,SOC,101,"Public Administration, BS",,,Checksheet,,,,
SOC 101,SOC,101,Social Media Certificate,,,Checksheet,,,,
SOC 101,SOC,101,Social Science Minor,,,Checksheet,,,,
SOC 101,SOC,101,"Social Science, AA",,,Checksheet,,,,
SOC 101,SOC,101,"Social Science, BA",,,Checksheet,,,,
SOC 101,SOC,101,Sociology Minor,,,Checksheet,,,,
SOC 101,SOC,101,Cultural Perspectives,,,GenEd,,,,
SOC 101,SOC,101,Social Science,,,GenEd,,,,
SOC 101,SOC,101,AME 302,AME,302,Prereq,,,,
SOC 101,SOC,101,AME 308W,AME,308W,Prereq,,,,
SOC 101,SOC,101,AME 318,AME,318,Prereq,,,,
SOC 101,SOC,101,COM 317,COM,317,Prereq,,,,
SOC 101,SOC,101,COM 475,COM,475,Prereq,,,,
SOC 101,SOC,101,EDU 331,EDU,331,Prereq,,,,
SOC 101,SOC,101,ENG 318,ENG,318,Prereq,,,,
SOC 101,SOC,101,HUS 376,HUS,376,Prereq,,,,
SOC 101,SOC,101,HUS 389,HUS,389,Prereq,,,,
SOC 101,SOC,101,JUS 316,JUS,316,Prereq,,,,
SOC 101,SOC,101,JUS 376,JUS,376,Prereq,,,,
SOC 101,SOC,101,NUR 220,NUR,220,Prereq,,,,
SOC 101,SOC,101,NUR 224,NUR,224,Prereq,,,,
SOC 101,SOC,101,POS 308W,POS,308W,Prereq,,,,
SOC 101,SOC,101,PSY 355,PSY,355,Prereq,,,,
SOC 101,SOC,101,SOC 201,SOC,201,Prereq,,,,
SOC 101,SOC,101,SOC 289,SOC,289,Prereq,,,,
SOC 101,SOC,101,SOC 294,SOC,294,Prereq,,,,
SOC 101,SOC,101,SOC 300,SOC,300,Prereq,,,,
SOC 101,SOC,101,SOC 302,SOC,302,Prereq,,,,
SOC 101,SOC,101,SOC 308W,SOC,308W,Prereq,,,,
SOC 101,SOC,101,SOC 315,SOC,315,Prereq,,,,
SOC 101,SOC,101,SOC 316,SOC,316,Prereq,,,,
SOC 101,SOC,101,SOC 319,SOC,319,Prereq,,,,
SOC 101,SOC,101,SOC 330,SOC,330,Prereq,,,,
SOC 101,SOC,101,SOC 331,SOC,331,Prereq,,,,
SOC 101,SOC,101,SOC 340,SOC,340,Prereq,,,,
SOC 101,SOC,101,SOC 353,SOC,353,Prereq,,,,
SOC 101,SOC,101,SOC 355,SOC,355,Prereq,,,,
SOC 101,SOC,101,SOC 370,SOC,370,Prereq,,,,
SOC 101,SOC,101,SOC 394,SOC,394,Prereq,,,,
SOC 101,SOC,101,SOC 475,SOC,475,Prereq,,,,
SOC 101,SOC,101,SOC 489,SOC,489,Prereq,,,,
SOC 101,SOC,101,SSC 314,SSC,314,Prereq,,,,
SOC 101,SOC,101,SSC 317,SSC,317,Prereq,,,,
SOC 101,SOC,101,SSC 334,SSC,334,Prereq,,,,
SOC 101,SOC,101,SSC 362,SSC,362,Prereq,,,,
SOC 101,SOC,101,WGS 318,WGS,318,Prereq,,,,
SOC 101,SOC,101,WGS 353,WGS,353,Prereq,,,,
SOC 201,SOC,201,Embodied Social Justice Minor,,,Checksheet,,,,
SOC 201,SOC,201,"Holocaust, Genocide & Human Rights Studies Minor",,,Checksheet,,,,
SOC 201,SOC,201,"Social Science, AA",,,Checksheet,,,,
